leaf_task_id,content_id,unsupported_reason,target_family,hotspot_lane,notes
W6-PAR-05B1,background:i_ll_patch_it,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:inheritance,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:inside_informant,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:investigative_services,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:kept_in_style,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:knightly_regard,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:legalese,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:legion_station,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:leverage,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:mercenary_life,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:name_dropping,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:never_tell_me_the_odds,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:phlan_survivor,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:red_plume_and_mage_guild_contacts,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:respect_of_the_stout_folk,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:shelter_of_the_elven_clergy,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:steady,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:still_standing,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:supply_chain,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:trade_contact,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:trials_of_the_five_gods,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:urban_infrastructure,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:wagonmaster,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:wanderer,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05B1,background:watcher_s_eye,missing_runtime_hook_family,background_meta,data,remaining narrative background support promoted to canonical meta
W6-PAR-05C1,species:age,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:alignment,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:astral_knowledge,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:brittle_bones,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:creature_type,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:dwarven_resilience,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:dwarven_toughness,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:elf_culture,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:equine_build,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:expert_duplication,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:hunter_s_lore,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:kender_curiosity,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:kenku_recall,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:khenra_weapon_training,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:kor_climbing,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:language,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:languages,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:limited_amphibiousness,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:limited_telepathy,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:magic_resistance,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:mental_discipline,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:mimicry,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:mountain_born,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:observant_athletic,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:otherworldly_perception,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:poison_affinity,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:resourceful,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:sentry_s_rest,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:size,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:skill_versatility,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:specialized_design,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:stonecunning,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:sunlight_sensitivity,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:swim_speed,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:variable_trait,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:versatile,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05C1,species:water_dependency,missing_runtime_hook_family,species_passive_meta,data,passive or meta species feature
W6-PAR-05D1,species:chromatic_ancestry,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:gem_ancestry,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:hammering_horns,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:hare_trigger,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:imposing_presence,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:metallic_ancestry,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:secondary_arms,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05D1,species:shapechanger,missing_runtime_hook_family,species_active_effects,data,active or effect-bearing species feature
W6-PAR-05E1,trait:alchemist,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:arcane_archer,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:arcane_tradition,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:arcane_tradition_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:archfey_patron,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:armorer,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:artificer_specialist,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:artificer_specialist_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:artificer_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:barbarian_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:bard_college,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:bard_college_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:bard_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:bardic_versatility,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:bonus_cantrips,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:cantrip_versatility,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:cartographer,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:celestial_patron,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_dreams,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_spores,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_stars,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_the_land,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_the_land_spells,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_the_moon,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_the_sea,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_the_stars,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_of_wildfire,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:circle_spells,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:cleric_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_creation,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_dance,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_eloquence,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_glamour,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_lore,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_spirits,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_swords,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_the_moon,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_valor,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:college_of_whispers,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:contact_patron,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:deft_explorer_improvement,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:divination_savant,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:divine_domain_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:draconic_bloodline,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:druid_circle,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:druid_circle_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:druid_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:enchantment_savant,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:evocation_savant,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:expert_divination,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:favored_enemy_and_natural_explorer_improvements,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:fiend_patron,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:fighter_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:grave_domain,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:great_old_one_patron,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:illusion_savant,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:infiltration_expertise,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:knowledge_domain_psa,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:light_domain,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:martial_archetype_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:monastic_tradition,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:monastic_tradition_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:monk_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:natural_explorer_improvement,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:nature_domain,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:necromancy_savant,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:otherworldly_patron,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:otherworldly_patron_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:paladin_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:path_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:potent_cantrip,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:ranger_archetype_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:ranger_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:rogue_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:roguish_archetype_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:sacred_oath_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:shadow_lore,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:solidarity_domain_psa,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:sorcerer_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:sorcerous_origin_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:sorcerous_versatility,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:subclass_feature,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:tempest_domain,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:the_right_tool_for_the_job,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:transmutation_savant,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:warlock_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:wizard_subclass,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:zeal_domain_psa,missing_runtime_hook_family,trait_meta_proficiency_options,data,"meta trait with proficiencies, options, or class support"
W6-PAR-05E1,trait:aberrant_mind,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:abjurer,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05G2,trait:adjust_density,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G1,trait:ambush_master,missing_runtime_hook_family,trait_reaction_retaliation,data,"retargeted from E2: reaction, retaliation, or trigger-window combat behavior"
W6-PAR-05F1,trait:aquatic_affinity,missing_runtime_hook_family,trait_passive_defense_support,data,retargeted from E2: passive defense or support behavior
W6-PAR-05E1,trait:arcane_trickster,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05F1,trait:armor_modifications,missing_runtime_hook_family,trait_passive_defense_support,data,retargeted from E2: passive defense or support behavior
W6-PAR-05G1,trait:armor_of_hexes,missing_runtime_hook_family,trait_reaction_retaliation,data,"retargeted from E2: reaction, retaliation, or trigger-window combat behavior"
W6-PAR-05E1,trait:artillerist,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:assassin,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E2,trait:awakened_mind,missing_runtime_hook_family,trait_meta_social_support,data,"retained in E2: honest social, access, exploration, or non-executing support behavior"
W6-PAR-05E1,trait:banneret,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:battle_master,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:battle_smith,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:bladesinger,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:bladesinger_styles,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05E1,trait:bladesinging,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05G1,trait:blaze_of_glory,missing_runtime_hook_family,trait_reaction_retaliation,data,"retargeted from E2: reaction, retaliation, or trigger-window combat behavior"
W6-PAR-05H1,trait:bond_of_fang_and_scale,missing_runtime_hook_family,trait_summon_companion_mount,data,"retargeted from E2: summon, companion, familiar, or mount behavior"
W6-PAR-05H2,trait:bottled_respite,missing_runtime_hook_family,trait_transform_world,data,"retargeted from E2: transform, form-state, or world-linked behavior"
W6-PAR-05E1,trait:cavalier,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05G1D,trait:chalice,missing_runtime_hook_family,trait_survival_recovery_support,data,"survival, recovery, or resilience support family"
W6-PAR-05G2,trait:consult_the_spirits,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:corona_of_light,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:daze_cost_2d6,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05E1,trait:dazzling_footwork,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05G1,trait:defy_death,missing_runtime_hook_family,trait_reaction_retaliation,data,"retargeted from E2: reaction, retaliation, or trigger-window combat behavior"
W6-PAR-05G2,trait:destroy_undead_cr_1,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:destroy_undead_cr_1_2,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:destroy_undead_cr_2,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:destroy_undead_cr_3,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:destroy_undead_cr_4,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05F1,trait:divine_intervention_improvement,missing_runtime_hook_family,trait_passive_defense_support,data,retargeted from E2: passive defense or support behavior
W6-PAR-05E1,trait:diviner,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05G2,trait:dread_allegiance,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:eagle,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05E1,trait:echo_knight,missing_runtime_hook_family,trait_meta_proficiency_options,data,"retargeted from E2: options, proficiencies, subclass scaffolding, or class-support meta"
W6-PAR-05G2,trait:eldritch_hex,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:eldritch_master,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
W6-PAR-05G2,trait:elemental_affinity,missing_runtime_hook_family,trait_resource_turn_gated,data,"retargeted from E2: resource, activation, or turn-gated runtime behavior"
